"Company Name",Website,"Job Title","Job URL"
"GXO Logistics, Inc",https://gxo.com/,"Mechatronics Maintenance Tech - 1st Shift",https://jobs.gxo.com/job/Clayton-Mechatronics-Maintenance-Tech-1st-Shift-IN-46118/1178631000/
"GXO Logistics, Inc",https://gxo.com/,"Lead, Quality Systems - 1st Shift",https://jobs.gxo.com/job/Council-Bluffs-Lead%2C-Quality-Systems-1st-Shift-IA-51503/1200785700/
"GXO Logistics, Inc",https://gxo.com/,"Senior Analyst, Sales Operations",https://jobs.gxo.com/job/Chicago-Senior-Analyst%2C-Sales-Operations-IL-60007/1201159800/
"GXO Logistics, Inc",https://gxo.com/,"Yard Jockey - 2nd Shift",https://jobs.gxo.com/job/Richmond-Yard-Jockey-2nd-Shift-VA-23237/1200808900/
"GXO Logistics, Inc",https://gxo.com/,"Forklift Operator - 1st Shift",https://jobs.gxo.com/job/Richmond-Forklift-Operator-1st-Shift-VA-23237/1200994300/
"GXO Logistics, Inc",https://gxo.com/,"Clerk II - 1st Shift",https://jobs.gxo.com/job/Monroe-Clerk-II-1st-Shift-NJ-08831/1200883900/
"GXO Logistics, Inc",https://gxo.com/,"Warehouse Administrator",https://jobs.gxo.com/job/Liverpool-Warehouse-Administrator/1200902800/
"GXO Logistics, Inc",https://gxo.com/,"Warehouse Operative",https://jobs.gxo.com/job/Bellshill-Warehouse-Operative/1200844500/
"GXO Logistics, Inc",https://gxo.com/,"Lead - 1st Shift",https://jobs.gxo.com/job/Pryor-Lead-1st-Shift-OK-74361/1200910400/
"GXO Logistics, Inc",https://gxo.com/,"Driver CDL - 1st Shift",https://jobs.gxo.com/job/Seatac-Driver-CDL-1st-Shift-WA-98198/1200923500/
"GXO Logistics, Inc",https://gxo.com/,"Operations Manager - 2nd Shift",https://jobs.gxo.com/job/Pryor-Operations-Manager-2nd-Shift-OK-74361/1200968400/
"GXO Logistics, Inc",https://gxo.com/,"Director of Facilities Engineering",https://jobs.gxo.com/job/Clayton-Director-of-Facilities-Engineering-IN-46118/1201006900/
"GXO Logistics, Inc",https://gxo.com/,"Administrative Assistant - 1st Shift",https://jobs.gxo.com/job/West-Jefferson-Administrative-Assistant-1st-Shift-OH-43162/1200911700/
"GXO Logistics, Inc",https://gxo.com/,"Operations Supervisor - 2nd Shift",https://jobs.gxo.com/job/West-Jefferson-Operations-Supervisor-2nd-Shift-OH-43162/1200860500/
"GXO Logistics, Inc",https://gxo.com/,"Stock Controller",https://jobs.gxo.com/job/Watford-Gap-Stock-Controller/1200934800/
"GXO Logistics, Inc",https://gxo.com/,"Driver CDL - 2nd Shift",https://jobs.gxo.com/job/Everett%2C-WA-Driver-CDL-2nd-Shift-WA-98204/1200923100/
"GXO Logistics, Inc",https://gxo.com/,"Clerk - 1st Shift",https://jobs.gxo.com/job/Indianapolis-Clerk-1st-Shift-IN-46241/1178048300/
